date,open,close,high,low,vwp,volume,trades,sma,aroonDn,aroonUp,aroonosc,bop,cci,cmo,macdoutMACD,macdoutMACDSignal,macdoutMACDHist,ht_phasoroutReal,ht_phasoroutInPhase,ht_phasoroutQuadrature,cdlharamicross1,rsi,ppo,stochoutSloswK,stochoutSlowD,certainty
2018-01-01T20:00:00+01:00,8.051,8.02,8.051,8.02,8.04319134351145,655,9,8.04820399999999,100,0,-100,-1,-202.976476236187,-15.6567921457609,-0.003711945450071,0.000412582432312,-0.004124527882383,undefined,-0.006733589582939,0.005312106696019,0,46.843761272454,-0.023117097552912,19.4557659230519,42.5063760933945,-0.5
2018-01-01T20:01:00+01:00,8.0647,8.0647,8.0675,8.0589,8.06397483625607,189.32,11,8.04998199999999,92.8571428571429,0,-92.8571428571429,0,13.8551748860601,2.32759801988376,-0.00248177336039,-0.000166288726228,-0.002315484634162,undefined,-0.004753379248218,0.003911471554132,0,51.1007017338812,-0.013091652336033,43.4488131940831,42.5433344110686,-0.5
2018-01-01T20:02:00+01:00,8.0675,8.0675,8.0675,8.0675,8.0675,0.11,1,8.051702,85.7142857142857,14.2857142857143,-71.4285714285714,0,47.0948012232613,3.34150888318515,-0.001271202824919,-0.000387271545967,-0.000883931278952,undefined,-0.004733249936119,0.007543828766048,0,51.3531496701623,-0.002316962756223,21.7244065970416,41.726905869342,-0.5
2018-01-01T20:03:00+01:00,8.0675,8.089,8.089,8.038,8.08730485849057,106,9,8.054082,78.5714285714286,100,21.4285714285714,0.421568627450972,86.6442659673458,10.9828033051329,0.001604778611794,1.11384855855986E-05,0.001593640126208,undefined,0.004150186784649,0.007330248766514,0,53.2694932410478,0.02742381677357,60.8622032985208,42.4773096900941,0.5
2018-01-01T20:04:00+01:00,8.0885,8.0869,8.0885,8.0726,8.08705529411765,4.25,4,8.056304,71.4285714285714,92.8571428571429,21.4285714285714,-0.100628930817597,162.847605530143,10.0675281916809,0.00352650400089,0.000714211588646,0.002812292412243,undefined,0.003614229101102,-0.01211025683446,0,53.0583019109386,0.048322663384099,75.3996551083805,43.7683820594387,-1.5
2018-01-01T20:05:00+01:00,8.0865,8.0788,8.0865,8.056,8.05765020746888,48.2,6,8.05828,64.2857142857143,85.7142857142857,21.4285714285714,-0.252459016393437,89.4832437963693,6.42185937449872,0.004161233563012,0.00140361598352,0.002757617579493,undefined,-0.012180170189896,-0.006818441578024,0,52.2320292191034,0.056129352349945,75.0768767345184,44.9961661643438,-2.5
2018-01-01T20:06:00+01:00,8.056,8.0693,8.0699,8.056,8.05763766358123,62.66,4,8.060436,57.1428571428571,78.5714285714286,21.4285714285714,0.956834532374078,20.14241032809,2.14846367157957,0.003700929376773,0.00186307866217,0.001837850714603,undefined,-0.008071003322735,0.027108784464995,0,51.263439975237,0.052211987911609,85.3801649859631,46.5798523926426,-0.5
2018-01-01T20:07:00+01:00,8.0689,8.0689,8.0689,8.0689,8.0689,7,1,8.06172,50,71.4285714285714,21.4285714285714,0,45.1196018622576,1.962809321922,0.003261018339458,0.002142666597628,0.00111835174183,undefined,0.012026295065025,0.028601232861133,-100,51.2220667398639,0.048152317938301,42.6900824929816,46.4273123965774,-0.5
2018-01-01T20:08:00+01:00,8.0553,8.0677,8.0677,8.0499,8.06610074393109,51.08,4,8.06345199999999,42.8571428571429,64.2857142857143,21.4285714285714,0.696629213483074,-17.3501343188342,1.36758819031962,0.002770819744109,0.002268297226924,0.000502522517185,undefined,0.020913291958785,0.016444348760071,0,51.0940912122472,0.043236518254592,71.3450412464908,47.404478233829,-0.5
2018-01-01T20:09:00+01:00,8.0673,8.0999,8.0999,8.0673,8.06844955307627,306.54,10,8.065668,35.7142857142857,100,64.2857142857143,1,178.376651588341,15.6044818532784,0.005287683272458,0.002872174436031,0.002415508836427,undefined,0.028464529536095,-0.006621674223214,0,54.2659058226168,0.07071886786272,85.6725206232454,48.9051857785119,-0.5
2018-01-01T20:10:00+01:00,8.0999,8.0999,8.0999,8.0999,8.0999,0,0,8.067068,28.5714285714286,100,71.4285714285714,0,198.370641084232,15.6044818532784,0.007072330801439,0.003712205709112,0.003360125092326,undefined,0.013909060301831,-0.034026365347957,-80,54.2659058226168,0.091428609116866,42.8362603116227,48.667188701379,-0.5
2018-01-01T20:11:00+01:00,8.091,8.0991,8.0994,8.091,8.09907774911319,62.02,4,8.068086,21.4285714285714,92.8571428571429,71.4285714285714,0.964285714285797,137.470542026711,15.125663030184,0.008210129280821,0.004611790423454,0.003598338857367,undefined,-0.001523199711705,-0.024053836889462,0,54.172493125046,0.105809779987469,69.6324158701012,49.4893544727015,0.5
2018-01-01T20:12:00+01:00,8.0988,8.0985,8.0988,8.0926,8.09858204528673,243.78,19,8.069092,14.2857142857143,85.7142857142857,71.4285714285714,-0.048387096774355,111.253370386915,14.7418106931277,0.008866175599687,0.005462667458701,0.003403508140986,undefined,-0.007349675054026,-0.006041465886926,0,54.1002390141903,0.115269703448129,82.3968530963328,50.7798446148047,-1.5
2018-01-01T20:13:00+01:00,8.0985,8.0981,8.0991,8.0981,8.09861770066064,263.38,11,8.069084,7.14285714285714,78.5714285714286,71.4285714285714,-0.399999999999289,97.8646463740834,14.467799185649,0.00917123194265,0.006204380355491,0.00296685158716,undefined,-0.006840325018677,0.019861951936422,0,54.0505207888342,0.120966004067277,41.1984265481664,50.4041027298385,-1.5
2018-01-01T20:14:00+01:00,8.0991,8.0991,8.0991,8.0985,8.09909532467533,38.5,6,8.069554,0,71.4285714285714,71.4285714285714,0,87.9539987091414,15.0142085307122,0.009337451835059,0.006830994651404,0.002506457183654,undefined,0.011083923059001,0.036680607068296,0,54.1594713114951,0.125031449882276,70.5992132740832,51.1960678492206,-0.5
2018-01-01T20:15:00+01:00,8.0965,8.0808,8.0965,8.0808,8.09249489795918,0.98,3,8.06966,14.2857142857143,64.2857142857143,50,-1,18.1690320930847,2.15316859827349,0.007643112055279,0.006993418132179,0.0006496939231,undefined,0.02519712474868,0.012430342930625,0,51.8328373967486,0.108736701161166,35.2996066370416,50.5726772134489,-1.5
2018-01-01T20:16:00+01:00,8.102,8.102,8.102,8.102,8.102,62.9,4,8.070454,7.14285714285714,100,92.8571428571429,0,91.0782101381416,14.1322648422458,0.008183799623124,0.007231494430368,0.000952305192756,undefined,0.020085179727824,-0.011663903791475,0,54.1912000093078,0.115643642015988,17.6498033185208,49.2815841195301,-1.5
2018-01-01T20:17:00+01:00,8.102,8.102,8.102,8.102,8.102,293.95,6,8.071374,0,100,100,0,80.6160026782672,14.1322648422458,0.008450694514528,0.0074753344472,0.000975360067328,undefined,0.014388073655825,-0.024660378392926,0,54.1912000093078,0.119731547941751,8.8249016592604,47.6950475524607,-0.5
2018-01-01T20:18:00+01:00,8.102,8.08,8.102,8.08,8.09350018489985,1622.5,20,8.071302,28.5714285714286,100,71.4285714285714,-1,-1.45144568597889,-0.524837836780222,0.006509530474835,0.007282173652727,-0.000772643177892,undefined,0.00452503960787,-0.026779543006604,0,51.3965537079675,0.099873418083906,4.4124508296302,45.9976908182321,-1.5
2018-01-01T20:19:00+01:00,8.08,8.08,8.08,8.08,8.08,0,0,8.071786,21.4285714285714,92.8571428571429,71.4285714285714,0,-47.3997833152776,-0.524837836780225,0.004958093908538,0.006817357703889,-0.001859263795351,undefined,0.00036262613621,-0.020908401740915,80,51.3965537079675,0.08317667121804,2.2062254148151,44.2803784494706,-0.5
2018-01-01T20:20:00+01:00,8.102,8.109,8.109,8.1,8.10186740331492,3.62,3,8.072476,14.2857142857143,100,85.7142857142857,0.777777777777712,96.5585762637829,15.9722444907334,0.0063585444971,0.006725595062531,-0.000367050565431,undefined,-0.008992558327668,-0.013688053466356,0,54.6925699371188,0.097748100014873,51.1031127074076,44.5479366556642,0.5
